transfer_id,year,date,season,transfer_window,player_name,position,age,from_club,from_league,from_country,to_club,to_league,to_country,fee_eur_m,is_free_transfer,is_loan,is_intra_league,is_intra_country
T002388,2012,2012-07-24,2012-2013,summer,Francis Sarr,RB,30,Olympique Marseille,Ligue_1,FRA,Fenerbahce,Super_Lig,TUR,1.5,0,0,0,0
T002389,2012,2012-07-22,2012-2013,summer,Kevin Wilson,DM,25,Tottenham,Premier_League,ENG,Fenerbahce,Super_Lig,TUR,0.0,1,0,0,0
T002390,2012,2012-08-03,2012-2013,summer,Heung-min Pogba,CM,31,Feyenoord,Eredivisie,NED,West Ham,Premier_League,ENG,0.0,1,0,0,0
T002391,2012,2012-08-17,2012-2013,summer,Niklas Diallo,CB,33,Real Madrid,La_Liga,ESP,Fiorentina,Serie_A,ITA,0.6,0,1,0,0
T002392,2012,2012-07-13,2012-2013,summer,Kaoru Suzuki,LW,23,West Ham,Premier_League,ENG,Wolfsburg,Bundesliga,GER,0.0,1,0,0,0
T002393,2012,2012-08-09,2012-2013,summer,Niklas Sarr,CB,23,Arsenal,Premier_League,ENG,Everton,Premier_League,ENG,24.2,0,0,1,1
T002394,2012,2012-01-11,2011-2012,winter,Alex Wilson,FW,21,Benfica,Liga_Portugal,POR,Athletic Bilbao,La_Liga,ESP,28.7,0,0,0,0
T002395,2012,2012-07-22,2012-2013,summer,David Jones,CB,26,Tottenham,Premier_League,ENG,Borussia Monchengladbach,Bundesliga,GER,1.5,0,0,0,0
T002396,2012,2012-08-05,2012-2013,summer,Samuel Oliveira,DM,22,RB Leipzig,Bundesliga,GER,AS Monaco,Ligue_1,FRA,0.0,1,0,0,0
T002397,2012,2012-08-07,2012-2013,summer,Amadou Kimura,GK,25,Aston Villa,Premier_League,ENG,Al-Ittihad,Saudi_Pro_League,SAU,6.3,0,0,0,0
T002398,2012,2012-08-03,2012-2013,summer,Vincent Smith,DM,29,Borussia Dortmund,Bundesliga,GER,West Ham,Premier_League,ENG,1.8,0,0,0,0
T002399,2012,2012-08-07,2012-2013,summer,Christian Park,GK,16,Porto,Liga_Portugal,POR,Juventus,Serie_A,ITA,6.8,0,0,0,0
T002400,2012,2012-07-03,2012-2013,summer,Gabriel Sarr,LB,25,Galatasaray,Super_Lig,TUR,Aston Villa,Premier_League,ENG,0.2,0,1,0,0
T002401,2012,2012-07-03,2012-2013,summer,Eduardo Sanchez,RW,22,Fenerbahce,Super_Lig,TUR,Al-Hilal,Saudi_Pro_League,SAU,42.2,0,0,0,0
T002402,2012,2012-08-15,2012-2013,summer,Ben Williams,CB,23,Atalanta,Serie_A,ITA,Feyenoord,Eredivisie,NED,11.1,0,0,0,0
T002403,2012,2012-01-24,2011-2012,winter,David Larsson,RB,21,Atletico Madrid,La_Liga,ESP,Manchester City,Premier_League,ENG,3.2,0,1,0,0
T002404,2012,2012-08-21,2012-2013,summer,Karl Wilson,GK,19,Borussia Dortmund,Bundesliga,GER,Ajax,Eredivisie,NED,1.3,0,0,0,0
T002405,2012,2012-08-06,2012-2013,summer,Ian Silva,GK,22,Real Sociedad,La_Liga,ESP,Fenerbahce,Super_Lig,TUR,10.5,0,0,0,0
T002406,2012,2012-07-13,2012-2013,summer,Luis Sarr,CB,19,AS Monaco,Ligue_1,FRA,Inter Milan,Serie_A,ITA,0.9,0,1,0,0
T002407,2012,2012-07-26,2012-2013,summer,Sergio Kimura,LW,24,Galatasaray,Super_Lig,TUR,Everton,Premier_League,ENG,0.8,0,1,0,0
T002408,2012,2012-07-24,2012-2013,summer,James Costa,CB,20,Juventus,Serie_A,ITA,Aston Villa,Premier_League,ENG,5.8,0,0,0,0
T002409,2012,2012-07-17,2012-2013,summer,Idrissa Meyer,CM,24,Liverpool,Premier_League,ENG,Valencia,La_Liga,ESP,12.2,0,0,0,0
T002410,2012,2012-01-14,2011-2012,winter,Carlos Wagner,RB,26,Paris Saint-Germain,Ligue_1,FRA,Juventus,Serie_A,ITA,18.2,0,0,0,0
T002411,2012,2012-07-17,2012-2013,summer,Demba Fischer,CM,31,Porto,Liga_Portugal,POR,Fenerbahce,Super_Lig,TUR,1.1,0,0,0,0
T002412,2012,2012-08-06,2012-2013,summer,Ebrima Bauer,RW,24,Inter Miami,MLS,USA,Arsenal,Premier_League,ENG,21.8,0,0,0,0
T002413,2012,2012-07-26,2012-2013,summer,Daniel Hernandez,AM,26,Real Madrid,La_Liga,ESP,PSV Eindhoven,Eredivisie,NED,0.2,0,1,0,0
T002414,2012,2012-07-27,2012-2013,summer,Jorge Mendy,AM,24,Borussia Monchengladbach,Bundesliga,GER,Juventus,Serie_A,ITA,39.5,0,0,0,0
T002415,2012,2012-01-26,2011-2012,winter,Tobias Oliveira,CB,21,LAFC,MLS,USA,Bayer Leverkusen,Bundesliga,GER,2.9,0,1,0,0
T002416,2012,2012-08-19,2012-2013,summer,Leon Kimura,CB,28,Everton,Premier_League,ENG,FC Barcelona,La_Liga,ESP,8.9,0,1,0,0
T002417,2012,2012-07-22,2012-2013,summer,Ian Pereira,RW,22,Sevilla,La_Liga,ESP,West Ham,Premier_League,ENG,30.9,0,0,0,0
T002418,2012,2012-07-06,2012-2013,summer,Christian Choi,AM,29,Everton,Premier_League,ENG,PSV Eindhoven,Eredivisie,NED,0.0,1,0,0,0
T002419,2012,2012-07-20,2012-2013,summer,Christian Johansson,CM,24,Lazio,Serie_A,ITA,Feyenoord,Eredivisie,NED,9.7,0,0,0,0
T002420,2012,2012-02-20,2011-2012,winter,Ben Traore,DM,21,Manchester United,Premier_League,ENG,West Ham,Premier_League,ENG,3.8,0,1,1,1
T002421,2012,2012-01-11,2011-2012,winter,Hugo Johansson,AM,21,Fenerbahce,Super_Lig,TUR,Stade Rennais,Ligue_1,FRA,0.1,0,1,0,0
T002422,2012,2012-08-05,2012-2013,summer,Thomas Torres,CB,26,Valencia,La_Liga,ESP,Galatasaray,Super_Lig,TUR,4.3,0,0,0,0
T002423,2012,2012-07-26,2012-2013,summer,Daichi Pogba,AM,26,AS Monaco,Ligue_1,FRA,Chelsea,Premier_League,ENG,1.8,0,1,0,0
T002424,2012,2012-07-15,2012-2013,summer,Bakary Yoshida,CM,23,Real Sociedad,La_Liga,ESP,Arsenal,Premier_League,ENG,6.7,0,1,0,0
T002425,2012,2012-07-09,2012-2013,summer,Ian Hernandez,CM,22,Liverpool,Premier_League,ENG,Galatasaray,Super_Lig,TUR,24.5,0,0,0,0
T002426,2012,2012-01-06,2011-2012,winter,Idrissa Johansson,LW,21,Inter Milan,Serie_A,ITA,Bayern Munich,Bundesliga,GER,0.0,1,1,0,0
T002427,2012,2012-01-13,2011-2012,winter,Liam Silva,LW,26,Manchester City,Premier_League,ENG,Juventus,Serie_A,ITA,0.0,1,0,0,0
T002428,2012,2012-07-08,2012-2013,summer,Amadou Brown,CM,21,Paris Saint-Germain,Ligue_1,FRA,Napoli,Serie_A,ITA,32.2,0,0,0,0
T002429,2012,2012-01-26,2011-2012,winter,Mats Wolf,CB,21,Manchester City,Premier_League,ENG,Athletic Bilbao,La_Liga,ESP,0.0,1,0,0,0
T002430,2012,2012-07-22,2012-2013,summer,Daniel Gonzalez,CM,26,Paris Saint-Germain,Ligue_1,FRA,RB Leipzig,Bundesliga,GER,9.9,0,0,0,0
T002431,2012,2012-01-20,2011-2012,winter,Oliver Eriksson,RW,28,Everton,Premier_League,ENG,Roma,Serie_A,ITA,14.3,0,0,0,0
T002432,2012,2012-08-24,2012-2013,summer,Ji-sung Klein,RW,26,Napoli,Serie_A,ITA,Valencia,La_Liga,ESP,0.8,0,0,0,0
T002433,2012,2012-08-17,2012-2013,summer,Patrick Ito,FW,24,Aston Villa,Premier_League,ENG,Atletico Madrid,La_Liga,ESP,2.7,0,0,0,0
T002434,2012,2012-07-19,2012-2013,summer,William Pogba,RB,19,Porto,Liga_Portugal,POR,Paris Saint-Germain,Ligue_1,FRA,0.0,1,1,0,0
T002435,2012,2012-01-18,2011-2012,winter,Alex Fischer,FW,20,West Ham,Premier_League,ENG,Porto,Liga_Portugal,POR,0.8,0,1,0,0
T002436,2012,2012-07-08,2012-2013,summer,Demba Suzuki,CM,20,Real Betis,La_Liga,ESP,Wolfsburg,Bundesliga,GER,1.1,0,1,0,0
T002437,2012,2012-01-20,2011-2012,winter,Takumi Fischer,CB,33,Aston Villa,Premier_League,ENG,Bayer Leverkusen,Bundesliga,GER,0.0,1,0,0,0
T002438,2012,2012-01-25,2011-2012,winter,Daichi Toure,LW,22,AS Monaco,Ligue_1,FRA,LAFC,MLS,USA,14.6,0,0,0,0
T002439,2012,2012-08-13,2012-2013,summer,Nicolas Schmidt,CM,28,Valencia,La_Liga,ESP,Real Madrid,La_Liga,ESP,0.0,1,0,1,1
T002440,2012,2012-07-26,2012-2013,summer,Quinn Schmidt,RB,24,Paris Saint-Germain,Ligue_1,FRA,Feyenoord,Eredivisie,NED,0.0,1,1,0,0
T002441,2012,2012-07-09,2012-2013,summer,Jorge Toure,DM,18,Al-Ittihad,Saudi_Pro_League,SAU,Lille,Ligue_1,FRA,26.2,0,0,0,0
T002442,2012,2012-02-18,2011-2012,winter,Stefan Oliveira,LW,24,Real Madrid,La_Liga,ESP,Manchester City,Premier_League,ENG,8.7,0,0,0,0
T002443,2012,2012-07-06,2012-2013,summer,Pablo Diop,CB,20,Liverpool,Premier_League,ENG,FC Barcelona,La_Liga,ESP,200.0,0,0,0,0
T002444,2012,2012-01-12,2011-2012,winter,Amadou Larsson,CB,19,Paris Saint-Germain,Ligue_1,FRA,Athletic Bilbao,La_Liga,ESP,11.9,0,0,0,0
T002445,2012,2012-02-18,2011-2012,winter,Jakob Pereira,CB,26,Inter Milan,Serie_A,ITA,Olympique Lyonnais,Ligue_1,FRA,5.3,0,0,0,0
T002446,2012,2012-01-20,2011-2012,winter,Quinn Smith,AM,22,Porto,Liga_Portugal,POR,Real Madrid,La_Liga,ESP,3.9,0,1,0,0
T002447,2012,2012-07-14,2012-2013,summer,Tobias Hernandez,CB,20,Fiorentina,Serie_A,ITA,Real Madrid,La_Liga,ESP,21.2,0,0,0,0
T002448,2012,2012-08-19,2012-2013,summer,Bakary Jones,LB,26,Borussia Monchengladbach,Bundesliga,GER,AS Monaco,Ligue_1,FRA,8.5,0,0,0,0
T002449,2012,2012-01-08,2011-2012,winter,Christian Rodriguez,CB,21,Olympique Lyonnais,Ligue_1,FRA,West Ham,Premier_League,ENG,11.7,0,0,0,0
T002450,2012,2012-01-27,2011-2012,winter,Carlos Rodriguez,CB,30,LAFC,MLS,USA,Fenerbahce,Super_Lig,TUR,1.3,0,1,0,0
T002451,2012,2012-07-21,2012-2013,summer,Liam Johansson,LW,22,Athletic Bilbao,La_Liga,ESP,Inter Milan,Serie_A,ITA,69.6,0,0,0,0
T002452,2012,2012-02-24,2011-2012,winter,Famara Hoffmann,DM,21,Real Betis,La_Liga,ESP,Bayern Munich,Bundesliga,GER,8.7,0,0,0,0
T002453,2012,2012-07-19,2012-2013,summer,Felix Jung,CB,25,Real Sociedad,La_Liga,ESP,Al-Nassr,Saudi_Pro_League,SAU,37.3,0,0,0,0
T002454,2012,2012-08-21,2012-2013,summer,Ingo Kim,RW,20,Atletico Madrid,La_Liga,ESP,Liverpool,Premier_League,ENG,156.3,0,0,0,0
T002455,2012,2012-07-12,2012-2013,summer,Oscar Davies,FW,30,Benfica,Liga_Portugal,POR,Manchester United,Premier_League,ENG,1.9,0,1,0,0
T002456,2012,2012-07-24,2012-2013,summer,Oliver Wolf,CB,28,Juventus,Serie_A,ITA,Lazio,Serie_A,ITA,0.0,1,0,1,1
T002457,2012,2012-07-25,2012-2013,summer,Yuki Traore,CB,26,Real Sociedad,La_Liga,ESP,Galatasaray,Super_Lig,TUR,1.9,0,0,0,0
T002458,2012,2012-07-14,2012-2013,summer,Ian Meyer,CB,27,Athletic Bilbao,La_Liga,ESP,West Ham,Premier_League,ENG,15.7,0,0,0,0
T002459,2012,2012-01-04,2011-2012,winter,Hiroshi Traore,LW,25,Arsenal,Premier_League,ENG,Napoli,Serie_A,ITA,12.0,0,0,0,0
T002460,2012,2012-08-03,2012-2013,summer,Hiroshi Weber,GK,32,Bayer Leverkusen,Bundesliga,GER,Inter Milan,Serie_A,ITA,28.9,0,0,0,0
T002461,2012,2012-07-06,2012-2013,summer,Oscar Rodriguez,FW,35,Atletico Madrid,La_Liga,ESP,Manchester United,Premier_League,ENG,56.3,0,0,0,0
T002462,2012,2012-07-18,2012-2013,summer,Tomas Brown,CM,21,Fiorentina,Serie_A,ITA,AS Monaco,Ligue_1,FRA,0.0,1,0,0,0
T002463,2012,2012-07-24,2012-2013,summer,Yusuf Hernandez,CB,25,Porto,Liga_Portugal,POR,Paris Saint-Germain,Ligue_1,FRA,7.5,0,0,0,0
T002464,2012,2012-08-14,2012-2013,summer,Ivan Costa,FW,27,Manchester United,Premier_League,ENG,Aston Villa,Premier_League,ENG,29.5,0,0,1,1
T002465,2012,2012-07-02,2012-2013,summer,Adam Williams,LB,22,Galatasaray,Super_Lig,TUR,Paris Saint-Germain,Ligue_1,FRA,4.1,0,1,0,0
T002466,2012,2012-08-16,2012-2013,summer,Wataru Ito,AM,17,Real Madrid,La_Liga,ESP,Tottenham,Premier_League,ENG,101.1,0,0,0,0
T002467,2012,2012-01-05,2011-2012,winter,Heung-min Jung,LW,34,Fiorentina,Serie_A,ITA,Olympique Marseille,Ligue_1,FRA,7.2,0,0,0,0
T002468,2012,2012-08-02,2012-2013,summer,Adam Sanchez,DM,28,Olympique Lyonnais,Ligue_1,FRA,Inter Miami,MLS,USA,48.5,0,0,0,0
T002469,2012,2012-01-26,2011-2012,winter,Famara Hernandez,CM,26,Olympique Lyonnais,Ligue_1,FRA,Liverpool,Premier_League,ENG,35.8,0,0,0,0
T002470,2012,2012-08-24,2012-2013,summer,Idrissa Brown,CM,24,LAFC,MLS,USA,Inter Milan,Serie_A,ITA,0.0,1,1,0,0
T002471,2012,2012-08-21,2012-2013,summer,Manuel Schneider,FW,22,Liverpool,Premier_League,ENG,Arsenal,Premier_League,ENG,61.3,0,0,1,1
T002472,2012,2012-07-22,2012-2013,summer,Hugo Lopez,RW,26,West Ham,Premier_League,ENG,Athletic Bilbao,La_Liga,ESP,4.2,0,0,0,0
T002473,2012,2012-07-18,2012-2013,summer,Kaoru Toure,CM,23,Porto,Liga_Portugal,POR,Paris Saint-Germain,Ligue_1,FRA,0.0,1,0,0,0
T002474,2012,2012-07-23,2012-2013,summer,Karl Smith,AM,17,Chelsea,Premier_League,ENG,AS Monaco,Ligue_1,FRA,14.3,0,0,0,0
T002475,2012,2012-07-01,2012-2013,summer,Kaoru Camavinga,DM,17,Inter Miami,MLS,USA,Fiorentina,Serie_A,ITA,6.4,0,1,0,0
T002476,2012,2012-07-12,2012-2013,summer,Noah Rivera,AM,30,Fiorentina,Serie_A,ITA,West Ham,Premier_League,ENG,12.0,0,0,0,0
T002477,2012,2012-07-03,2012-2013,summer,Hee-chan Weber,DM,28,Wolfsburg,Bundesliga,GER,Stade Rennais,Ligue_1,FRA,1.9,0,0,0,0
T002478,2012,2012-01-26,2011-2012,winter,Charlie Tanaka,FW,24,Al-Hilal,Saudi_Pro_League,SAU,Eintracht Frankfurt,Bundesliga,GER,22.6,0,0,0,0
T002479,2012,2012-07-10,2012-2013,summer,Luis Bauer,DM,27,Manchester United,Premier_League,ENG,Al-Nassr,Saudi_Pro_League,SAU,0.0,1,0,0,0
T002480,2012,2012-01-05,2011-2012,winter,Pablo Traore,CM,16,Atletico Madrid,La_Liga,ESP,Al-Hilal,Saudi_Pro_League,SAU,0.0,1,1,0,0
T002481,2012,2012-07-14,2012-2013,summer,Takumi Park,CM,21,Olympique Lyonnais,Ligue_1,FRA,Atletico Madrid,La_Liga,ESP,0.1,0,1,0,0
T002482,2012,2012-08-10,2012-2013,summer,Luis Park,AM,28,Wolfsburg,Bundesliga,GER,Fiorentina,Serie_A,ITA,7.1,0,0,0,0
T002483,2012,2012-01-12,2011-2012,winter,Ebrima Eriksson,RW,27,RB Leipzig,Bundesliga,GER,FC Barcelona,La_Liga,ESP,20.9,0,0,0,0
T002484,2012,2012-08-10,2012-2013,summer,Eduardo Wolf,LB,23,Valencia,La_Liga,ESP,PSV Eindhoven,Eredivisie,NED,1.2,0,0,0,0
T002485,2012,2012-07-10,2012-2013,summer,Leon Sato,LB,28,Inter Milan,Serie_A,ITA,Lazio,Serie_A,ITA,4.7,0,0,1,1
T002486,2012,2012-07-17,2012-2013,summer,Jorge Mbappe,LB,34,Real Betis,La_Liga,ESP,Atletico Madrid,La_Liga,ESP,9.6,0,0,1,1
T002487,2012,2012-07-15,2012-2013,summer,Carlos Taylor,LW,24,Atalanta,Serie_A,ITA,Porto,Liga_Portugal,POR,16.1,0,0,0,0
T002488,2012,2012-08-21,2012-2013,summer,Peter Jones,GK,22,Real Betis,La_Liga,ESP,Valencia,La_Liga,ESP,0.0,1,1,1,1
T002489,2012,2012-07-20,2012-2013,summer,Nicolas Lee,RW,26,Ajax,Eredivisie,NED,Fenerbahce,Super_Lig,TUR,1.6,0,0,0,0
T002490,2012,2012-07-13,2012-2013,summer,Hugo Ito,DM,26,FC Barcelona,La_Liga,ESP,Real Sociedad,La_Liga,ESP,0.3,0,1,1,1
T002491,2012,2012-07-03,2012-2013,summer,Min-jae Cisse,RB,24,Sevilla,La_Liga,ESP,Everton,Premier_League,ENG,0.5,0,1,0,0
T002492,2012,2012-08-10,2012-2013,summer,Karl Cisse,LB,24,Manchester City,Premier_League,ENG,Aston Villa,Premier_League,ENG,0.0,1,1,1,1
T002493,2012,2012-08-02,2012-2013,summer,Thomas Pogba,FW,27,Stade Rennais,Ligue_1,FRA,Sevilla,La_Liga,ESP,7.7,0,1,0,0
T002494,2012,2012-08-03,2012-2013,summer,Zane Kim,CB,22,Paris Saint-Germain,Ligue_1,FRA,Sporting CP,Liga_Portugal,POR,0.9,0,0,0,0
T002495,2012,2012-07-19,2012-2013,summer,Cherif Ito,CB,27,Inter Miami,MLS,USA,Borussia Dortmund,Bundesliga,GER,5.0,0,0,0,0
T002496,2012,2012-08-10,2012-2013,summer,David Pereira,CM,25,Ajax,Eredivisie,NED,Galatasaray,Super_Lig,TUR,2.0,0,1,0,0
T002497,2012,2012-07-06,2012-2013,summer,Hugo Tanaka,GK,19,Liverpool,Premier_League,ENG,Roma,Serie_A,ITA,0.6,0,1,0,0
T002498,2012,2012-07-20,2012-2013,summer,Sergio Weber,LW,27,Atletico Madrid,La_Liga,ESP,Lille,Ligue_1,FRA,8.1,0,0,0,0
T002499,2012,2012-08-12,2012-2013,summer,Erik Smith,CB,25,Sporting CP,Liga_Portugal,POR,Fenerbahce,Super_Lig,TUR,0.0,1,0,0,0
T002500,2012,2012-08-14,2012-2013,summer,Amadou Bauer,AM,28,Borussia Dortmund,Bundesliga,GER,Manchester City,Premier_League,ENG,15.6,0,1,0,0
T002501,2012,2012-07-10,2012-2013,summer,Gabriel Müller,DM,25,Aston Villa,Premier_League,ENG,Fiorentina,Serie_A,ITA,5.9,0,0,0,0
T002502,2012,2012-07-06,2012-2013,summer,Pablo Müller,LW,22,Eintracht Frankfurt,Bundesliga,GER,Real Sociedad,La_Liga,ESP,4.7,0,0,0,0
T002503,2012,2012-07-19,2012-2013,summer,Amadou Diallo,DM,26,Everton,Premier_League,ENG,Napoli,Serie_A,ITA,4.5,0,0,0,0
T002504,2012,2012-08-21,2012-2013,summer,Hugo Wilson,LW,23,Benfica,Liga_Portugal,POR,Napoli,Serie_A,ITA,0.0,1,0,0,0
T002505,2012,2012-01-24,2011-2012,winter,Francis Andersson,LW,28,Wolfsburg,Bundesliga,GER,Fenerbahce,Super_Lig,TUR,0.0,1,0,0,0
T002506,2012,2012-02-06,2011-2012,winter,Felix Hoffmann,FW,21,Lazio,Serie_A,ITA,Manchester United,Premier_League,ENG,24.1,0,0,0,0
T002507,2012,2012-02-26,2011-2012,winter,Demba Martinez,LB,32,Borussia Monchengladbach,Bundesliga,GER,Porto,Liga_Portugal,POR,8.8,0,0,0,0
T002508,2012,2012-07-03,2012-2013,summer,Hans Sanchez,CM,21,Lazio,Serie_A,ITA,AS Monaco,Ligue_1,FRA,0.0,1,0,0,0
T002509,2012,2012-08-24,2012-2013,summer,Ebrima Traore,LW,24,Bayer Leverkusen,Bundesliga,GER,Everton,Premier_League,ENG,0.7,0,1,0,0
T002510,2012,2012-07-01,2012-2013,summer,Hiroshi Davies,CM,22,Valencia,La_Liga,ESP,Galatasaray,Super_Lig,TUR,0.5,0,1,0,0
T002511,2012,2012-01-14,2011-2012,winter,Ben Garcia,AM,25,Napoli,Serie_A,ITA,Everton,Premier_League,ENG,1.2,0,0,0,0
T002512,2012,2012-01-25,2011-2012,winter,Heung-min Silva,LB,20,Aston Villa,Premier_League,ENG,Real Sociedad,La_Liga,ESP,5.7,0,0,0,0
T002513,2012,2012-01-13,2011-2012,winter,Cherif Wagner,AM,20,Aston Villa,Premier_League,ENG,Atalanta,Serie_A,ITA,2.5,0,0,0,0
T002514,2012,2012-02-10,2011-2012,winter,George Mbappe,DM,25,Athletic Bilbao,La_Liga,ESP,Inter Milan,Serie_A,ITA,2.5,0,1,0,0
T002515,2012,2012-07-16,2012-2013,summer,Michael Wagner,CB,22,Olympique Lyonnais,Ligue_1,FRA,Wolfsburg,Bundesliga,GER,0.2,0,1,0,0
T002516,2012,2012-01-04,2011-2012,winter,Demba Jones,RB,30,Real Sociedad,La_Liga,ESP,LAFC,MLS,USA,16.7,0,0,0,0
T002517,2012,2012-07-19,2012-2013,summer,Ji-sung Tanaka,AM,23,FC Barcelona,La_Liga,ESP,Juventus,Serie_A,ITA,3.3,0,0,0,0
T002518,2012,2012-07-25,2012-2013,summer,Charlie Fischer,FW,27,Lazio,Serie_A,ITA,Newcastle United,Premier_League,ENG,0.0,1,1,0,0
T002519,2012,2012-07-17,2012-2013,summer,Zane Fischer,AM,24,RB Leipzig,Bundesliga,GER,Fenerbahce,Super_Lig,TUR,7.2,0,0,0,0
T002520,2012,2012-01-04,2011-2012,winter,Nicolas Pereira,CM,24,Eintracht Frankfurt,Bundesliga,GER,PSV Eindhoven,Eredivisie,NED,3.6,0,0,0,0
T002521,2012,2012-08-07,2012-2013,summer,Oliver Hoffmann,CM,22,Feyenoord,Eredivisie,NED,Porto,Liga_Portugal,POR,0.4,0,1,0,0
T002522,2012,2012-01-23,2011-2012,winter,Gabriel Martinez,LB,22,Real Sociedad,La_Liga,ESP,Stade Rennais,Ligue_1,FRA,0.0,1,1,0,0
T002523,2012,2012-08-07,2012-2013,summer,Ritsu Brown,DM,20,PSV Eindhoven,Eredivisie,NED,Chelsea,Premier_League,ENG,5.5,0,1,0,0
T002524,2012,2012-07-09,2012-2013,summer,Wataru Pogba,GK,25,RB Leipzig,Bundesliga,GER,PSV Eindhoven,Eredivisie,NED,0.2,0,1,0,0
T002525,2012,2012-01-27,2011-2012,winter,Ebrima Silva,CM,23,Sevilla,La_Liga,ESP,Inter Milan,Serie_A,ITA,10.0,0,0,0,0
T002526,2012,2012-01-15,2011-2012,winter,Yusuf Yoshida,RW,25,Al-Nassr,Saudi_Pro_League,SAU,FC Barcelona,La_Liga,ESP,7.7,0,0,0,0
T002527,2012,2012-01-17,2011-2012,winter,Alex Kim,GK,26,Porto,Liga_Portugal,POR,Bayer Leverkusen,Bundesliga,GER,11.3,0,0,0,0
T002528,2012,2012-07-14,2012-2013,summer,Christian Pereira,AM,23,FC Barcelona,La_Liga,ESP,Olympique Marseille,Ligue_1,FRA,21.9,0,0,0,0
T002529,2012,2012-07-24,2012-2013,summer,Ingo Rodriguez,CM,24,Al-Ittihad,Saudi_Pro_League,SAU,Valencia,La_Liga,ESP,200.0,0,0,0,0
T002530,2012,2012-01-26,2011-2012,winter,Daichi Silva,CM,22,Eintracht Frankfurt,Bundesliga,GER,Feyenoord,Eredivisie,NED,6.2,0,0,0,0
T002531,2012,2012-08-16,2012-2013,summer,Sergio Lopez,RB,22,Wolfsburg,Bundesliga,GER,Eintracht Frankfurt,Bundesliga,GER,0.8,0,1,1,1
T002532,2012,2012-02-17,2011-2012,winter,Erik Sarr,CM,23,Chelsea,Premier_League,ENG,Galatasaray,Super_Lig,TUR,0.0,1,1,0,0
T002533,2012,2012-07-15,2012-2013,summer,Gunther Andersson,RB,22,AS Monaco,Ligue_1,FRA,Athletic Bilbao,La_Liga,ESP,6.6,0,0,0,0
T002534,2012,2012-01-27,2011-2012,winter,Francis Suzuki,LB,28,Lille,Ligue_1,FRA,Fiorentina,Serie_A,ITA,21.6,0,0,0,0
T002535,2012,2012-08-22,2012-2013,summer,Ritsu Cisse,GK,25,Al-Hilal,Saudi_Pro_League,SAU,Bayern Munich,Bundesliga,GER,200.0,0,0,0,0
T002536,2012,2012-07-14,2012-2013,summer,Hee-chan Mendy,DM,17,Al-Nassr,Saudi_Pro_League,SAU,Manchester United,Premier_League,ENG,2.5,0,1,0,0
T002537,2012,2012-01-26,2011-2012,winter,James Kimura,CB,29,Inter Miami,MLS,USA,Manchester City,Premier_League,ENG,25.2,0,0,0,0
T002538,2012,2012-07-06,2012-2013,summer,Ryan Larsson,AM,24,FC Barcelona,La_Liga,ESP,Bayer Leverkusen,Bundesliga,GER,0.5,0,1,0,0
T002539,2012,2012-01-14,2011-2012,winter,Yuki Weber,LW,20,Liverpool,Premier_League,ENG,Inter Miami,MLS,USA,22.4,0,0,0,0
T002540,2012,2012-07-17,2012-2013,summer,Ben Pogba,RW,29,Newcastle United,Premier_League,ENG,Athletic Bilbao,La_Liga,ESP,2.8,0,0,0,0
T002541,2012,2012-07-13,2012-2013,summer,James Toure,CB,26,Borussia Monchengladbach,Bundesliga,GER,Porto,Liga_Portugal,POR,1.0,0,0,0,0
T002542,2012,2012-07-09,2012-2013,summer,Tobias Diallo,CB,26,Tottenham,Premier_League,ENG,Everton,Premier_League,ENG,5.8,0,0,1,1
T002543,2012,2012-07-21,2012-2013,summer,Erik Park,RB,22,Napoli,Serie_A,ITA,Chelsea,Premier_League,ENG,78.8,0,0,0,0
T002544,2012,2012-08-24,2012-2013,summer,Edward Rodriguez,DM,24,Borussia Monchengladbach,Bundesliga,GER,Olympique Marseille,Ligue_1,FRA,0.0,1,0,0,0
T002545,2012,2012-07-10,2012-2013,summer,Felix Schmidt,CM,25,Inter Miami,MLS,USA,Newcastle United,Premier_League,ENG,38.4,0,0,0,0
T002546,2012,2012-07-21,2012-2013,summer,Daichi Eriksson,CB,26,Olympique Lyonnais,Ligue_1,FRA,Newcastle United,Premier_League,ENG,52.9,0,0,0,0
T002547,2012,2012-07-18,2012-2013,summer,Cherif Park,GK,21,Galatasaray,Super_Lig,TUR,Roma,Serie_A,ITA,14.9,0,0,0,0
T002548,2012,2012-08-01,2012-2013,summer,Nicolas Mendy,RW,19,AC Milan,Serie_A,ITA,Real Sociedad,La_Liga,ESP,1.4,0,1,0,0
T002549,2012,2012-01-15,2011-2012,winter,Ji-sung Schneider,CM,20,Sevilla,La_Liga,ESP,Athletic Bilbao,La_Liga,ESP,0.5,0,1,1,1
T002550,2012,2012-07-11,2012-2013,summer,Tobias Larsson,CM,25,Galatasaray,Super_Lig,TUR,Inter Milan,Serie_A,ITA,2.5,0,0,0,0
T002551,2012,2012-01-21,2011-2012,winter,Francis Camavinga,DM,24,LAFC,MLS,USA,Manchester City,Premier_League,ENG,14.2,0,0,0,0
T002552,2012,2012-02-25,2011-2012,winter,Thomas Williams,CB,26,Feyenoord,Eredivisie,NED,Inter Milan,Serie_A,ITA,0.4,0,1,0,0
T002553,2012,2012-01-06,2011-2012,winter,Amadou Johansson,AM,26,Tottenham,Premier_League,ENG,Olympique Lyonnais,Ligue_1,FRA,10.2,0,0,0,0
